clean_text,sentiment
kept calling calling but never got,negative
usually creative mother day but lately not feeling creative ok good night uh morning,neutral
alrightits okashley tisdale,neutral
daaammmnnnnn wish,negative
venture forth turkey creek fetch boy post prom festivity hope fun,positive
happy mother day,positive
oash plus happy mother day sweety,positive
prefer overcast day sorry hot,neutral
school last day high school ever ever ever,neutral
im slightly dont feel like today much,neutral
cnn subscription google reader couldnt help but repost,neutral
efteling great nice time family dinner forget key car hmmm bless anwb back germany,positive
thank make sure u read group description better understand project,positive
good morning lady gent going awesome day even though weather terrible,neutral
made little cover iphone bird arent upside back,neutral
noticed beginning may worst recession since,negative
crow he happy h haha know would,positive
cuckoo back year model start chirping instead,neutral
thanks gon na make joke say look like mine,positive
happy mother day,positive
hey ive updated twitter,neutral
im needing girl night wearing sweat watching movie eating chocolate talking boy,neutral
wow nothing like sale perk girl evening huh,positive
dont frown lil aussie still love muah,positive
whoishonorsociety never wear pajama pant school,neutral
got ta church ten camera meeting finally lol,neutral
chilling sofa hate vaccination feel sooo ill,negative
really want see jbd cant wait thursday,positive
help represent high profile actor tvfilmtheatre career get free tix but not jersey boy,neutral
please play movie,neutral
hate net ayaw bumukas ng twitter,negative
wishing could go soco go climb instead im stuck work weekend,negative
hope better weekend,positive
want welcome back plurk,positive
itchy,negative
thanks much dear damali prayer worked much better god willing rested lot xoxo,positive
security audit,neutral
congrats ya ran,positive
theyre mama always bake late get worried mixer gon na bother people,negative
good mornin today end early woo gon na work rick surprise project due tuesday,positive
woman didnt know came home suck going back,negative
someone chemics,neutral
thanks finding wonderful evening,positive
mother day spit awesome listening paranoid jonas brother,positive
hey chiclit whats happening trying promote business really hard,negative
losing weight check pic,neutral
greg pritchard robbed ii gutted word,negative
please vote husband jorge star game cant vote anymore,neutral
ask mark still old blink sense humor miss,negative
mom doesnt twitter but imma post anyway love mommy,positive
landon announces big poopy coming every time im waiting yell store first time,neutral
want go walking but still miss satan,negative
design galore yayyyyyyy progress beyond imagination nowto get flattie sort internet send order,positive
oo ok opened twitterfon said reply like lauren conrad andswere haha,neutral
hope dont get let,positive
definately hard time cuz im young never saw but wrkd hard making car im disabled,negative
turn still go aero free,neutral
dunnoi thought funny,negative
thanks viewing portfolio ill updating sometimes keep u updated,positive
aw well im glad hear youre okay try hot bath cup tea maybe calm worry,neutral
za not fruit sugar covered sweet tummy not happy,negative
funny n almost right,positive
uploaded random fandom trailer youtube check also hd,neutral
make delicious pasta,positive
account local comic store ran k one time,neutral
like sound love breezesounds beautiful love wind face,positive
ice skating last show part morning mozart awesome cant wait friday saturday love u,positive
u gon na come show minnesota love though hun,positive
painting room,neutral
ohim borin not play computer mom say makin task,negative
investigated whether could change username ermintrude someone already nabbed,neutral
going see star trek tomorrow night but time full imax glory hope motion sickness doesnt get better,neutral
happiness come withinso fact gray rainy monday doesnt bother well not much,positive
p love new profile pic,positive
guess cant accept meill keep movin,neutral
suck,negative
finally pic cya like hr haha,positive
im ill hate seeing doc,negative
posted let know think there really cute cut back,positive
know guilt associated picking winner,negative
tinkn people street ny waiting friday crazy brooke,neutral
photo thats call hope,positive
throat hurt bad dont even want swallow spit officially cant talk,negative
yao rest season nooostaying home saturday nightshockgot phone fixed,negative
thats nice make really beautiful couple balance,positive
ive using sennheiser cx earbuds month love dont know theyre available mu though,positive
totally need go doctor armthis still hurtin like hell shall return,negative
busy yesbut always hope great time traveling go welcome back,positive
there load highly qualified stuff load still using snail mail,negative
first day new job bought new clothes already employee discount,neutral
must different poetry get catullus ovid extract aeneid x,neutral
not easy place access taskbased ux something ive thinking id like hear criticism,neutral
know would make really tired put sleep would sleep good rice lmao,positive
oh raining haaaate great violin lesson,negative
got new dog,neutral
know youre old party like rockstar whenyou realize no one else clap dance,neutral
bored,negative
think come home,neutral
sorry hear mum,negative
waiting friend call email bleh feel unloved,negative
gf interview week,neutral
last day schoolim sad but happy but anxious,neutral
work sick blow kill feel like,negative
ok babe got ta go back work tweet later,neutral
everything cool wish boy able talk,positive
done thank,positive
myyearbook myspace messenger,neutral
dancing alright todayy still jai ho,positive
true depends couple personally weve found adding increased fun increased bond,positive
attic eden today,neutral
bath dont quite work especially no duck only polar beara seal whale,negative
send along lady,neutral
wonder clumsy lately,negative
people missing point instead loosing follower he gaining new ppl hour,neutral
trying fix background,neutral
yeah friday thought si coming town turn not sad miss baby,negative
got insurance form polo feel bit done though,neutral
hi mary poppins,neutral
monday work leg still hurting little smile,negative
good time prom played jonas brother pretty much made night,positive
wasnt bad enough time last night body decided wanted sick,negative
get clogging shoe,neutral
glorious day glasgow change im working much even contemplate knocking early,neutral
one good friend state covered but thank,positive
sad last entrance cal academy science pm zipcode free day,positive
aww bbq thats not fair chocolate,negative
pingpong awww im teaching son one manner many boy lacking,negative
